0,311.33333333333331,122.0,608.5,709.0,749.0,675.0,769.0,634.75,632.33333333333337,760.0,342.5,452.0,317.0,868.0,522.0,626.0,434.39999999999998,861.0,428.0,840.0
418.625,0,411.66666666666669,533.33333333333337,528.0,527.0,366.80000000000001,675.0,548.625,584.66666666666663,557.14285714285711,319.57142857142856,374.88888888888891,315.0,809.0,461.80000000000001,575.5,395.19999999999999,726.0,689.5,858.0
140.33333333333334,292.75,0,629.0,636.0,738.0,498.5,758.0,658.75,656.5,684.0,261.60000000000002,427.0,311.5,nan,518.0,611.25,413.39999999999998,833.0,303.0,nan
535.5,447.0,nan,0,182.11111111111111,nan,272.0,nan,81.470588235294116,nan,279.85714285714283,269.0,167.0,297.0,nan,439.5,179.0,276.5,266.72727272727275,nan,nan
840.0,632.0,nan,210.85714285714286,0,255.0,nan,399.0,176.40000000000001,626.5,43.18181818181818,450.5,109.83333333333333,270.0,825.0,388.5,397.0,563.0,295.66666666666669,nan,797.0
495.66666666666669,nan,nan,364.0,nan,0,nan,156.11111111111111,389.0,nan,nan,nan,175.88888888888889,nan,nan,nan,378.0,nan,nan,nan,nan
368.0,345.0,325.0,283.0,221.75,84.0,0,185.0,308.0,nan,267.75,214.0,102.375,102.0,nan,260.0,306.57142857142856,nan,nan,nan,nan
724.33333333333337,476.0,537.0,nan,338.0,166.33333333333334,nan,0,591.0,643.5,384.0,nan,291.66666666666669,457.0,949.0,575.0,nan,573.5,639.0,456.0,nan
575.0,nan,nan,89.0,196.38461538461539,nan,312.0,nan,0,nan,120.08333333333333,310.33333333333331,247.19999999999999,254.75,nan,401.0,220.33333333333334,314.0,118.09090909090909,nan,nan
651.0,580.0,nan,530.0,449.5,586.0,512.0,606.0,567.0,0,497.5,234.125,268.25,153.69999999999999,209.5,303.60000000000002,578.0,92.599999999999994,698.0,185.16666666666666,188.85714285714286
887.0,678.0,nan,282.77777777777777,42.0,300.0,nan,395.66666666666669,120.76923076923077,672.5,0,496.5,155.5,315.5,872.0,434.0,655.0,609.0,166.5,nan,844.0
386.5,221.66666666666666,312.0,443.0,379.66666666666669,508.0,434.0,528.0,480.0,241.0,429.0,0,222.875,80.904761904761898,447.0,277.0,491.0,142.72222222222223,611.0,208.33333333333334,470.33333333333331
666.0,402.0,nan,186.0,107.14285714285714,274.0,97.714285714285708,229.0,205.0,304.80000000000001,154.57142857142858,258.5,0,105.22857142857143,651.0,252.33333333333334,216.0,217.33333333333334,354.0,nan,623.0
355.25,193.5,449.0,344.66666666666669,212.0,192.0,118.0,269.0,303.60000000000002,150.0,259.5,83.375,104.45454545454545,0,512.33333333333337,nan,239.0,57.049999999999997,506.33333333333331,281.5,482.80000000000001
783.0,813.0,731.0,nan,nan,nan,nan,nan,nan,220.25,nan,474.0,790.0,640.0,0,675.0,nan,583.0,nan,245.0,70.111111111111114
559.20000000000005,342.0,745.0,482.33333333333331,492.0,532.0,458.0,552.0,438.19999999999999,338.28571428571428,543.0,231.09999999999999,235.0,nan,602.39999999999998,0,356.0,225.5625,644.0,379.5,603.25
686.25,584.5,861.0,275.0,353.33333333333331,560.25,358.85714285714283,639.0,251.75,620.0,437.0,333.44444444444446,203.27272727272728,242.66666666666666,793.5,374.30000000000001,0,355.42857142857144,433.5,542.5,770.0
320.0,249.0,nan,459.0,385.5,516.0,442.0,536.0,411.0,92.555555555555557,433.5,132.94999999999999,199.66666666666666,56.450000000000003,417.0,237.0625,335.0,0,620.66666666666663,314.60000000000002,408.5
nan,nan,nan,291.42857142857144,288.5,nan,nan,nan,124.3,nan,172.5,nan,615.0,543.0,nan,668.0,652.0,nan,0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,191.0,nan,47.5,nan,nan,234.5,nan,nan,218.5,nan,0,222.0
797.0,741.0,745.0,708.0,724.0,764.0,690.0,784.0,743.0,174.25,775.0,418.5,580.0,432.0,100.58333333333333,630.0,786.0,368.83333333333331,876.0,224.0,0
